ALT,P,T,H2O,CO2,O3,CO,N2O,CH4,O2,BRD,NO,SO2_HI,NO2_HI,NH3,HNO3_HI,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2_HI,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN_HI,CF4_HI,C4H2,HC3N,H2,CS,SO3,BRO,CLONO2_XS,HNO4,CHCL2F,CCL4,F11,F12,C2CL2F4,C2CL3F3,N2O5,HNO3_XS,CF4_XS,CHCLF2,CCLF3,C2CLF5,NO2_XS,PAN,ACET,CH3CN_XS,CHF2CF3,CFH2CF3,CF3CH3,CH3CHF2,CH2F2,CCl2FCH3,CH3CClF2,??????,CHCl2CF3,CHClFCF3,CHCl2C2F5,C2HCl2F3CF2,SO2_XS,ISOP,CHF3
 7.191E+00, 4.217E+02, 2.557E+02, 1.189E-03, 3.300E-04, 4.270E-08, 1.235E-07, 3.200E-07, 1.699E-06, 2.090E-01, 1.195E+13, 3.000E-10, 8.092E-11, 2.300E-11, 9.231E-11, 1.285E-10, 4.418E-14, 1.698E-13, 1.258E-10, 1.700E-12, 3.000E-12, 1.002E-14, 5.385E-10, 5.843E-11, 5.283E-12, 7.810E-01, 1.600E-10, 5.996E-10, 1.440E-10, 2.752E-11, 1.839E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 9.699E-17, 9.278E-13, 3.385E-11,nan, 1.295E-10, 1.396E-10, 2.396E-10, 1.199E-11, 1.896E-11, 2.471E-12, 9.982E-11, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.300E-11, 1.672E-11, 1.016E-09, 1.000E-10, 1.884E-12, 9.097E-12, 1.884E-12, 1.884E-12, 3.679E-12, 1.055E-11, 1.014E-11,nan,nan,nan,nan,nan, 8.092E-11, 1.124E-12, 2.129E-11
 7.905E+00, 3.831E+02, 2.509E+02, 8.135E-04, 3.300E-04, 4.447E-08, 1.191E-07, 3.200E-07, 1.697E-06, 2.090E-01, 1.107E+13, 3.000E-10, 7.313E-11, 2.300E-11, 6.802E-11, 1.378E-10, 4.446E-14, 2.327E-13, 1.027E-10, 1.700E-12, 3.000E-12, 1.009E-14, 5.328E-10, 5.108E-11, 4.768E-12, 7.810E-01, 1.600E-10, 5.982E-10, 1.255E-10, 2.574E-11, 1.796E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.245E-16, 7.417E-13, 3.766E-11,nan, 1.294E-10, 1.395E-10, 2.395E-10, 1.198E-11, 1.895E-11, 2.604E-12, 1.024E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.300E-11, 1.866E-11, 1.031E-09, 1.000E-10, 1.872E-12, 9.039E-12, 1.872E-12, 1.872E-12, 3.671E-12, 1.048E-11, 1.008E-11,nan,nan,nan,nan,nan, 7.313E-11, 1.253E-12, 2.128E-11
 8.611E+00, 3.481E+02, 2.462E+02, 5.475E-04, 3.300E-04, 4.794E-08, 1.129E-07, 3.197E-07, 1.695E-06, 2.090E-01, 1.024E+13, 3.000E-10, 6.813E-11, 2.312E-11, 4.825E-11, 1.476E-10, 4.517E-14, 3.406E-13, 8.445E-11, 1.700E-12, 3.000E-12, 1.034E-14, 5.277E-10, 4.527E-11, 4.523E-12, 7.810E-01, 1.600E-10, 5.956E-10, 1.034E-10, 2.458E-11, 1.747E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.630E-16, 6.596E-13, 3.669E-11,nan, 1.293E-10, 1.394E-10, 2.394E-10, 1.198E-11, 1.894E-11, 2.563E-12, 1.078E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.312E-11, 2.088E-11, 1.011E-09, 1.000E-10, 1.859E-12, 8.977E-12, 1.859E-12, 1.859E-12, 3.661E-12, 1.041E-11, 1.001E-11,nan,nan,nan,nan,nan, 6.813E-11, 1.068E-12, 2.127E-11
 9.297E+00, 3.162E+02, 2.416E+02, 3.449E-04, 3.300E-04, 5.178E-08, 1.065E-07, 3.190E-07, 1.691E-06, 2.090E-01, 9.479E+12, 3.000E-10, 6.417E-11, 2.338E-11, 3.253E-11, 1.592E-10, 4.596E-14, 4.792E-13, 6.945E-11, 1.700E-12, 3.000E-12, 1.098E-14, 5.229E-10, 4.045E-11, 4.389E-12, 7.810E-01, 1.600E-10, 5.922E-10, 8.110E-11, 2.361E-11, 1.678E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.166E-16, 5.952E-13, 3.505E-11,nan, 1.293E-10, 1.393E-10, 2.394E-10, 1.198E-11, 1.894E-11, 2.497E-12, 1.136E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.338E-11, 2.375E-11, 9.539E-10, 9.406E-11, 1.845E-12, 8.912E-12, 1.845E-12, 1.845E-12, 3.647E-12, 1.033E-11, 9.933E-12,nan,nan,nan,nan,nan, 6.417E-11, 8.668E-13, 2.125E-11
 9.970E+00, 2.873E+02, 2.372E+02, 1.978E-04, 3.300E-04, 5.582E-08, 9.992E-08, 3.179E-07, 1.685E-06, 2.090E-01, 8.778E+12, 3.000E-10, 6.094E-11, 2.378E-11, 2.083E-11, 1.734E-10, 4.676E-14, 6.494E-13, 5.734E-11, 1.700E-12, 3.000E-12, 1.205E-14, 5.182E-10, 3.648E-11, 4.342E-12, 7.810E-01, 1.600E-10, 5.882E-10, 5.890E-11, 2.274E-11, 1.584E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.876E-16, 5.320E-13, 3.343E-11,nan, 1.292E-10, 1.392E-10, 2.393E-10, 1.198E-11, 1.893E-11, 2.433E-12, 1.192E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.378E-11, 2.742E-11, 8.566E-10, 8.060E-11, 1.831E-12, 8.842E-12, 1.831E-12, 1.831E-12, 3.630E-12, 1.025E-11, 9.855E-12,nan,nan,nan,nan,nan, 6.094E-11, 7.033E-13, 2.122E-11
 1.064E+01, 2.610E+02, 2.326E+02, 1.155E-04, 3.300E-04, 6.249E-08, 9.323E-08, 3.154E-07, 1.679E-06, 2.090E-01, 8.128E+12, 3.000E-10, 5.894E-11, 2.534E-11, 1.428E-11, 1.919E-10, 4.757E-14, 1.005E-12, 4.982E-11, 1.700E-12, 3.000E-12, 1.633E-14, 5.122E-10, 3.502E-11, 4.539E-12, 7.810E-01, 1.600E-10, 5.822E-10, 4.278E-11, 2.148E-11, 1.401E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 3.832E-16, 5.305E-13, 3.075E-11,nan, 1.290E-10, 1.390E-10, 2.391E-10, 1.197E-11, 1.891E-11, 2.612E-12, 1.346E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.534E-11, 2.703E-11, 6.586E-10, 6.719E-11, 1.826E-12, 8.816E-12, 1.826E-12, 1.826E-12, 3.600E-12, 1.022E-11, 9.826E-12,nan,nan,nan,nan,nan, 5.894E-11, 5.666E-13, 2.117E-11
 1.129E+01, 2.371E+02, 2.282E+02, 6.029E-05, 3.300E-04, 6.962E-08, 8.630E-08, 3.127E-07, 1.671E-06, 2.090E-01, 7.526E+12, 3.000E-10, 5.735E-11, 2.774E-11, 9.566E-12, 2.133E-10, 4.841E-14, 1.420E-12, 4.523E-11, 1.700E-12, 3.000E-12, 2.250E-14, 5.058E-10, 3.418E-11, 4.754E-12, 7.810E-01, 1.600E-10, 5.752E-10, 3.001E-11, 1.987E-11, 1.213E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 4.923E-16, 5.319E-13, 2.809E-11,nan, 1.288E-10, 1.388E-10, 2.389E-10, 1.197E-11, 1.889E-11, 2.796E-12, 1.499E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.774E-11, 2.612E-11, 4.619E-10, 5.420E-11, 1.821E-12, 8.792E-12, 1.821E-12, 1.821E-12, 3.569E-12, 1.020E-11, 9.799E-12,nan,nan,nan,nan,nan, 5.735E-11, 4.496E-13, 2.112E-11
 1.193E+01, 2.154E+02, 2.241E+02, 3.221E-05, 3.300E-04, 7.729E-08, 7.897E-08, 3.098E-07, 1.663E-06, 2.090E-01, 6.967E+12, 3.000E-10, 5.614E-11, 3.112E-11, 6.631E-12, 2.382E-10, 4.930E-14, 1.905E-12, 4.377E-11, 1.700E-12, 3.000E-12, 3.086E-14, 4.988E-10, 3.393E-11, 4.984E-12, 7.810E-01, 1.600E-10, 5.669E-10, 2.056E-11, 1.783E-11, 1.022E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 6.181E-16, 5.332E-13, 2.548E-11,nan, 1.285E-10, 1.386E-10, 2.387E-10, 1.196E-11, 1.887E-11, 2.978E-12, 1.650E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 3.112E-11, 2.479E-11, 2.682E-10, 4.144E-11, 1.816E-12, 8.769E-12, 1.816E-12, 1.816E-12, 3.538E-12, 1.016E-11, 9.773E-12,nan,nan,nan,nan,nan, 5.614E-11, 3.520E-13, 2.107E-11
 1.256E+01, 1.957E+02, 2.199E+02, 1.838E-05, 3.300E-04, 8.636E-08, 7.012E-08, 3.069E-07, 1.653E-06, 2.090E-01, 6.445E+12, 2.994E-10, 5.594E-11, 3.874E-11, 4.529E-12, 2.605E-10, 5.079E-14, 2.606E-12, 5.557E-11, 1.700E-12, 3.000E-12, 4.533E-14, 4.891E-10, 3.451E-11, 5.127E-12, 7.810E-01, 1.594E-10, 5.560E-10, 1.465E-11, 1.465E-11, 8.452E-10, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 7.324E-16, 1.044E-12, 2.683E-11,nan, 1.274E-10, 1.376E-10, 2.378E-10, 1.193E-11, 1.878E-11, 5.424E-12, 2.530E-10, 7.000E-11, 9.350E-11, 4.766E-12, 3.855E-12, 3.874E-11, 3.136E-11, 1.667E-10, 2.886E-11, 1.801E-12, 8.697E-12, 1.801E-12, 1.801E-12, 3.510E-12, 1.008E-11, 9.694E-12,nan,nan,nan,nan,nan, 5.594E-11, 2.708E-13, 2.102E-11
 1.316E+01, 1.778E+02, 2.159E+02, 9.310E-06, 3.300E-04, 9.483E-08, 6.158E-08, 3.040E-07, 1.642E-06, 2.090E-01, 5.966E+12, 2.984E-10, 5.598E-11, 4.936E-11, 2.798E-12, 2.851E-10, 5.264E-14, 3.361E-12, 7.086E-11, 1.700E-12, 3.000E-12, 6.313E-14, 4.785E-10, 3.519E-11, 5.281E-12, 7.810E-01, 1.587E-10, 5.448E-10, 1.012E-11, 1.150E-11, 6.857E-10, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 8.442E-16, 1.598E-12, 2.861E-11,nan, 1.263E-10, 1.365E-10, 2.367E-10, 1.190E-11, 1.868E-11, 8.053E-12, 3.465E-10, 7.000E-11, 9.350E-11, 4.519E-12, 3.701E-12, 4.936E-11, 3.806E-11, 9.496E-11, 1.679E-11, 1.786E-12, 8.624E-12, 1.786E-12, 1.786E-12, 3.483E-12, 9.998E-12, 9.611E-12,nan,nan,nan,nan,nan, 5.598E-11, 1.977E-13, 2.096E-11
