ALT,P,T,H2O,CO2,O3,CO,N2O,CH4,O2,BRD,NO,SO2_HI,NO2_HI,NH3,HNO3_HI,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2_HI,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN_HI,CF4_HI,C4H2,HC3N,H2,CS,SO3,BRO,CLONO2_XS,HNO4,CHCL2F,CCL4,F11,F12,C2CL2F4,C2CL3F3,N2O5,HNO3_XS,CF4_XS,CHCLF2,CCLF3,C2CLF5,NO2_XS,PAN,ACET,CH3CN_XS,CHF2CF3,CFH2CF3,CF3CH3,CH3CHF2,CH2F2,CCl2FCH3,CH3CClF2,??????,CHCl2CF3,CHClFCF3,CHCl2C2F5,C2HCl2F3CF2,SO2_XS,ISOP,CHF3
 7.080E+00, 4.217E+02, 2.542E+02, 9.902E-04, 3.300E-04, 7.873E-08, 1.242E-07, 3.200E-07, 1.647E-06, 2.090E-01, 1.202E+13, 3.000E-10, 8.213E-11, 2.300E-11, 9.609E-11, 1.270E-10, 4.413E-14, 1.600E-13, 1.294E-10, 1.700E-12, 3.000E-12, 1.001E-14, 5.394E-10, 5.958E-11, 5.363E-12, 7.810E-01, 1.600E-10, 5.998E-10, 1.469E-10, 2.780E-11, 1.845E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 9.272E-17, 9.567E-13, 3.326E-11,nan, 1.295E-10, 1.396E-10, 2.396E-10, 1.199E-11, 1.896E-11, 2.450E-12, 9.942E-11, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.300E-11, 1.642E-11, 1.014E-09, 1.000E-10, 1.886E-12, 9.106E-12, 1.886E-12, 1.886E-12, 3.680E-12, 1.056E-11, 1.015E-11,nan,nan,nan,nan,nan, 8.213E-11, 1.104E-12, 2.129E-11
 7.794E+00, 3.831E+02, 2.495E+02, 7.233E-04, 3.300E-04, 8.846E-08, 1.198E-07, 3.196E-07, 1.633E-06, 2.090E-01, 1.112E+13, 3.000E-10, 7.434E-11, 2.300E-11, 7.180E-11, 1.363E-10, 4.442E-14, 2.229E-13, 1.063E-10, 1.700E-12, 3.000E-12, 1.008E-14, 5.336E-10, 5.222E-11, 4.848E-12, 7.810E-01, 1.600E-10, 5.984E-10, 1.284E-10, 2.601E-11, 1.802E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.202E-16, 7.706E-13, 3.706E-11,nan, 1.294E-10, 1.395E-10, 2.395E-10, 1.198E-11, 1.895E-11, 2.584E-12, 1.020E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.300E-11, 1.836E-11, 1.029E-09, 1.000E-10, 1.873E-12, 9.048E-12, 1.873E-12, 1.873E-12, 3.672E-12, 1.049E-11, 1.009E-11,nan,nan,nan,nan,nan, 7.434E-11, 1.233E-12, 2.128E-11
 8.499E+00, 3.481E+02, 2.450E+02, 5.300E-04, 3.300E-04, 1.012E-07, 1.140E-07, 3.179E-07, 1.622E-06, 2.090E-01, 1.029E+13, 3.000E-10, 6.886E-11, 2.310E-11, 5.129E-11, 1.460E-10, 4.505E-14, 3.223E-13, 8.724E-11, 1.700E-12, 3.000E-12, 1.030E-14, 5.285E-10, 4.616E-11, 4.555E-12, 7.810E-01, 1.600E-10, 5.960E-10, 1.070E-10, 2.475E-11, 1.755E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.566E-16, 6.702E-13, 3.696E-11,nan, 1.294E-10, 1.395E-10, 2.395E-10, 1.198E-11, 1.895E-11, 2.574E-12, 1.069E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.310E-11, 2.052E-11, 1.015E-09, 1.000E-10, 1.861E-12, 8.987E-12, 1.861E-12, 1.861E-12, 3.663E-12, 1.042E-11, 1.002E-11,nan,nan,nan,nan,nan, 6.886E-11, 1.105E-12, 2.127E-11
 9.181E+00, 3.162E+02, 2.405E+02, 3.829E-04, 3.300E-04, 1.146E-07, 1.076E-07, 3.151E-07, 1.608E-06, 2.090E-01, 9.524E+12, 3.000E-10, 6.473E-11, 2.331E-11, 3.455E-11, 1.568E-10, 4.582E-14, 4.497E-13, 7.155E-11, 1.700E-12, 3.000E-12, 1.079E-14, 5.237E-10, 4.113E-11, 4.397E-12, 7.810E-01, 1.600E-10, 5.929E-10, 8.493E-11, 2.377E-11, 1.695E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.044E-16, 6.061E-13, 3.533E-11,nan, 1.293E-10, 1.394E-10, 2.394E-10, 1.198E-11, 1.894E-11, 2.509E-12, 1.126E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.331E-11, 2.312E-11, 9.707E-10, 9.638E-11, 1.848E-12, 8.924E-12, 1.848E-12, 1.848E-12, 3.650E-12, 1.035E-11, 9.946E-12,nan,nan,nan,nan,nan, 6.473E-11, 8.951E-13, 2.125E-11
 9.854E+00, 2.873E+02, 2.362E+02, 2.715E-04, 3.300E-04, 1.276E-07, 1.011E-07, 3.106E-07, 1.584E-06, 2.090E-01, 8.811E+12, 3.000E-10, 6.150E-11, 2.371E-11, 2.285E-11, 1.709E-10, 4.662E-14, 6.199E-13, 5.944E-11, 1.700E-12, 3.000E-12, 1.187E-14, 5.190E-10, 3.716E-11, 4.350E-12, 7.810E-01, 1.600E-10, 5.889E-10, 6.273E-11, 2.289E-11, 1.601E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.753E-16, 5.430E-13, 3.371E-11,nan, 1.292E-10, 1.392E-10, 2.393E-10, 1.198E-11, 1.893E-11, 2.444E-12, 1.183E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.371E-11, 2.678E-11, 8.734E-10, 8.293E-11, 1.833E-12, 8.854E-12, 1.833E-12, 1.833E-12, 3.633E-12, 1.027E-11, 9.869E-12,nan,nan,nan,nan,nan, 6.150E-11, 7.316E-13, 2.123E-11
 1.053E+01, 2.610E+02, 2.319E+02, 1.675E-04, 3.300E-04, 1.561E-07, 9.437E-08, 3.040E-07, 1.560E-06, 2.090E-01, 8.152E+12, 3.000E-10, 5.927E-11, 2.506E-11, 1.536E-11, 1.887E-10, 4.743E-14, 9.426E-13, 5.107E-11, 1.700E-12, 3.000E-12, 1.557E-14, 5.133E-10, 3.525E-11, 4.503E-12, 7.810E-01, 1.600E-10, 5.833E-10, 4.549E-11, 2.170E-11, 1.433E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 3.667E-16, 5.303E-13, 3.121E-11,nan, 1.290E-10, 1.390E-10, 2.391E-10, 1.197E-11, 1.891E-11, 2.579E-12, 1.319E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.506E-11, 2.713E-11, 6.933E-10, 6.948E-11, 1.826E-12, 8.820E-12, 1.826E-12, 1.826E-12, 3.605E-12, 1.023E-11, 9.830E-12,nan,nan,nan,nan,nan, 5.927E-11, 5.898E-13, 2.118E-11
 1.117E+01, 2.371E+02, 2.277E+02, 8.416E-05, 3.300E-04, 1.868E-07, 8.766E-08, 2.980E-07, 1.536E-06, 2.090E-01, 7.546E+12, 3.000E-10, 5.757E-11, 2.711E-11, 1.011E-11, 2.087E-10, 4.824E-14, 1.331E-12, 4.550E-11, 1.700E-12, 3.000E-12, 2.096E-14, 5.071E-10, 3.423E-11, 4.712E-12, 7.810E-01, 1.600E-10, 5.768E-10, 3.175E-11, 2.025E-11, 1.248E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 4.691E-16, 5.317E-13, 2.857E-11,nan, 1.288E-10, 1.388E-10, 2.389E-10, 1.197E-11, 1.889E-11, 2.763E-12, 1.472E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 2.711E-11, 2.636E-11, 4.976E-10, 5.655E-11, 1.822E-12, 8.797E-12, 1.822E-12, 1.822E-12, 3.575E-12, 1.020E-11, 9.804E-12,nan,nan,nan,nan,nan, 5.757E-11, 4.676E-13, 2.113E-11
 1.181E+01, 2.154E+02, 2.235E+02, 4.197E-05, 3.300E-04, 2.147E-07, 8.032E-08, 2.946E-07, 1.514E-06, 2.090E-01, 6.982E+12, 3.000E-10, 5.636E-11, 3.050E-11, 7.172E-12, 2.336E-10, 4.913E-14, 1.816E-12, 4.404E-11, 1.700E-12, 3.000E-12, 2.932E-14, 5.001E-10, 3.398E-11, 4.942E-12, 7.810E-01, 1.600E-10, 5.685E-10, 2.231E-11, 1.821E-11, 1.057E-09, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 5.949E-16, 5.330E-13, 2.597E-11,nan, 1.286E-10, 1.387E-10, 2.388E-10, 1.196E-11, 1.888E-11, 2.944E-12, 1.622E-10, 7.000E-11, 9.350E-11, 5.000E-12, 4.000E-12, 3.050E-11, 2.503E-11, 3.039E-10, 4.379E-11, 1.817E-12, 8.773E-12, 1.817E-12, 1.817E-12, 3.543E-12, 1.017E-11, 9.778E-12,nan,nan,nan,nan,nan, 5.636E-11, 3.700E-13, 2.108E-11
 1.244E+01, 1.957E+02, 2.194E+02, 1.996E-05, 3.300E-04, 2.570E-07, 7.177E-08, 2.902E-07, 1.495E-06, 2.090E-01, 6.459E+12, 2.996E-10, 5.596E-11, 3.725E-11, 4.894E-12, 2.565E-10, 5.051E-14, 2.473E-12, 5.311E-11, 1.700E-12, 3.000E-12, 4.254E-14, 4.909E-10, 3.439E-11, 5.103E-12, 7.810E-01, 1.596E-10, 5.580E-10, 1.565E-11, 1.526E-11, 8.771E-10, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 7.118E-16, 9.391E-13, 2.649E-11,nan, 1.277E-10, 1.378E-10, 2.379E-10, 1.194E-11, 1.880E-11, 4.924E-12, 2.352E-10, 7.000E-11, 9.350E-11, 4.814E-12, 3.885E-12, 3.725E-11, 2.997E-11, 1.831E-10, 3.116E-11, 1.804E-12, 8.712E-12, 1.804E-12, 1.804E-12, 3.515E-12, 1.010E-11, 9.709E-12,nan,nan,nan,nan,nan, 5.596E-11, 2.853E-13, 2.102E-11
 1.305E+01, 1.778E+02, 2.158E+02, 7.865E-06, 3.300E-04, 3.063E-07, 6.313E-08, 2.857E-07, 1.478E-06, 2.090E-01, 5.973E+12, 2.988E-10, 5.592E-11, 4.586E-11, 3.029E-12, 2.786E-10, 5.211E-14, 3.188E-12, 6.672E-11, 1.700E-12, 3.000E-12, 5.807E-14, 4.810E-10, 3.505E-11, 5.237E-12, 7.810E-01, 1.589E-10, 5.471E-10, 1.061E-11, 1.208E-11, 7.118E-10, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 8.211E-16, 1.492E-12, 2.827E-11,nan, 1.265E-10, 1.367E-10, 2.369E-10, 1.191E-11, 1.870E-11, 7.550E-12, 3.287E-10, 7.000E-11, 9.350E-11, 4.563E-12, 3.729E-12, 4.586E-11, 3.708E-11, 1.010E-10, 1.910E-11, 1.789E-12, 8.638E-12, 1.789E-12, 1.789E-12, 3.489E-12, 1.001E-11, 9.627E-12,nan,nan,nan,nan,nan, 5.592E-11, 2.101E-13, 2.098E-11
